# Number of fishing strategy
76
# Number of species (including bycatch sp)
4
# Price species (including bycatch sp)
1 1 1 0
# Catch proportion by fishing strategy
0.3828201 0.590928 0.5164301 0.2251713 0.003108734 0.009138193 0.9997177 0.9994971 0.9538967 0.9852288 0.8918674 0.9025445 0.9624364 0.9357378 0.9702923 0.9520227 0.9370215 0.9055371 0 0.01808057 0.9785986 0.00245943 0.005248334 0.9916749 0.9537336 0 0.0452592 0.06410506 0.8264709 0.8596018 0.6217804 0.3291367 0.989745 0.9952961 0.9543755 0.9686065 0.9261907 0.2961452 0.002876489 0.00255854 0.9999306 1 0.9996471 0.966214 0.9570934 0.9020517 0.7078959 1 0.2635639 1 1 1 0.9917081 0.9590941 0.316432 0.004824933 0.002339743 0.001307894 0.002459466 1 0.7468663 0.03000069 0.001170429 0.9582543 0.2728961 0.004462677 0 0.9072128 0.7965017 1 0 0.9955343 0.363031 0 0.9863025 0.2885083
0.09383568 0.409072 0.4680797 0.02860388 0.9968913 0.9902883 0 0 0 0.00143495 0.03537668 0.003718656 0 0.003697617 0.0004959329 0.001182543 0 0.002574067 0 0 0.02140139 0.9974849 0.9947517 0.003321226 0.02468605 0 0 0.129268 0.01993066 0.04742698 0.3260734 0.02077391 0 0 0 0.02650083 0.0008196225 0.29629 0.9971235 0.9971125 0 0 9.882189e-05 0.0113992 0.03518539 0.09449624 0.171161 0 0.2386085 0 0 0 0.001216173 0.001909359 0.6629748 0.006408188 0.9976603 0.9986921 0.9974767 0 0.2531337 0.9699993 0.9988296 0.01197946 0.5451732 0.9955373 1 0.08030424 0.1998168 0 1 0 0.636969 1 0.004736365 0.7114917
0.5233442 0 0 0.7361066 0 4.066184e-05 0.0002822862 7.776475e-05 0.01614869 0.0005905812 0.01424528 0.09373683 0.03756355 0.04111138 0.02139151 0.01958386 0.01772448 0.01279744 1 0.9819194 0 5.567069e-05 0 0 0.00116388 0.9786291 0.9547408 0.7962873 0.06897995 0.01462892 0.04158506 0.6449721 0.00157836 0 0.002048694 0.00409593 0.03073399 0.2114872 0 0 6.943934e-05 0 4.241569e-05 0 0 0 0 0 0 0 0 0 0 0 0.005610137 0.9887669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0.01549025 0.01011823 0 0.0005328536 0 0.0004251354 0.0299546 0.01274568 0.05851059 0 0 0.01945321 0.007820249 0.02721091 0.045254 0.07909139 0 0 0 0 0 0.005003901 0.02041652 0.0213709 0 0.01033971 0.08461849 0.07834227 0.01056121 0.005117264 0.008676619 0.004703853 0.04357579 0.000796689 0.04225568 0.1960777 0 0.0003289466 0 0 0.0002116343 0.02238685 0.007721201 0.003452083 0.1209432 0 0.4978276 0 0 0 0.007075752 0.03899654 0.01498304 0 0 0 6.387196e-05 0 0 0 0 0.02976621 0.1819307 0 0 0.01248299 0.003681505 0 0 0.004465662 0 0 0.008961145 0
# Total number of b1 constraints
81
# Total number of b2 constraints
76
# Number of types of b1 constraints
3
# Number of each type of b1 constraints
4 1 76
# Number of types of b2 constraints
1
# Number of each type of b2 constraints
76
# the a0 vector = objective function
1 1 0.9845097 0.9898818 1 0.9994671 1 0.9995749 0.9700454 0.9872543 0.9414894 1 1 0.9805468 0.9921798 0.9727891 0.954746 0.9209086 1 1 1 1 1 0.9949961 0.9795835 0.9786291 1 0.9896603 0.9153815 0.9216577 0.9894388 0.9948827 0.9913234 0.9952961 0.9564242 0.9992033 0.9577443 0.8039223 1 0.9996711 1 1 0.9997884 0.9776132 0.9922788 0.9965479 0.8790568 1 0.5021724 1 1 1 0.9929242 0.9610035 0.985017 1 1 1 0.9999361 1 1 1 1 0.9702338 0.8180693 1 1 0.987517 0.9963185 1 1 0.9955343 1 1 0.9910389 1
# The A1 matrix
0.3828201 0.590928 0.5164301 0.2251713 0.003108734 0.009138193 0.9997177 0.9994971 0.9538967 0.9852288 0.8918674 0.9025445 0.9624364 0.9357378 0.9702923 0.9520227 0.9370215 0.9055371 0 0.01808057 0.9785986 0.00245943 0.005248334 0.9916749 0.9537336 0 0.0452592 0.06410506 0.8264709 0.8596018 0.6217804 0.3291367 0.989745 0.9952961 0.9543755 0.9686065 0.9261907 0.2961452 0.002876489 0.00255854 0.9999306 1 0.9996471 0.966214 0.9570934 0.9020517 0.7078959 1 0.2635639 1 1 1 0.9917081 0.9590941 0.316432 0.004824933 0.002339743 0.001307894 0.002459466 1 0.7468663 0.03000069 0.001170429 0.9582543 0.2728961 0.004462677 0 0.9072128 0.7965017 1 0 0.9955343 0.363031 0 0.9863025 0.2885083
0.09383568 0.409072 0.4680797 0.02860388 0.9968913 0.9902883 0 0 0 0.00143495 0.03537668 0.003718656 0 0.003697617 0.0004959329 0.001182543 0 0.002574067 0 0 0.02140139 0.9974849 0.9947517 0.003321226 0.02468605 0 0 0.129268 0.01993066 0.04742698 0.3260734 0.02077391 0 0 0 0.02650083 0.0008196225 0.29629 0.9971235 0.9971125 0 0 9.882189e-05 0.0113992 0.03518539 0.09449624 0.171161 0 0.2386085 0 0 0 0.001216173 0.001909359 0.6629748 0.006408188 0.9976603 0.9986921 0.9974767 0 0.2531337 0.9699993 0.9988296 0.01197946 0.5451732 0.9955373 1 0.08030424 0.1998168 0 1 0 0.636969 1 0.004736365 0.7114917
0.5233442 0 0 0.7361066 0 4.066184e-05 0.0002822862 7.776475e-05 0.01614869 0.0005905812 0.01424528 0.09373683 0.03756355 0.04111138 0.02139151 0.01958386 0.01772448 0.01279744 1 0.9819194 0 5.567069e-05 0 0 0.00116388 0.9786291 0.9547408 0.7962873 0.06897995 0.01462892 0.04158506 0.6449721 0.00157836 0 0.002048694 0.00409593 0.03073399 0.2114872 0 0 6.943934e-05 0 4.241569e-05 0 0 0 0 0 0 0 0 0 0 0 0.005610137 0.9887669 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0.01549025 0.01011823 0 0.0005328536 0 0.0004251354 0.0299546 0.01274568 0.05851059 0 0 0.01945321 0.007820249 0.02721091 0.045254 0.07909139 0 0 0 0 0 0.005003901 0.02041652 0.0213709 0 0.01033971 0.08461849 0.07834227 0.01056121 0.005117264 0.008676619 0.004703853 0.04357579 0.000796689 0.04225568 0.1960777 0 0.0003289466 0 0 0.0002116343 0.02238685 0.007721201 0.003452083 0.1209432 0 0.4978276 0 0 0 0.007075752 0.03899654 0.01498304 0 0 0 6.387196e-05 0 0 0 0 0.02976621 0.1819307 0 0 0.01248299 0.003681505 0 0 0.004465662 0 0 0.008961145 0
1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
